,Bio,Profession,Gender
8673,"_. _ practices medicine in Columbus, OH and specializes in Pediatric Orthopaedic Surgery. _. _ is affiliated with Nationwide Childrens Hospital.",physician,F
8674,"_ is on the Pacific Media Centre's 2016 Asia-Pacific Journalism Studies course. _ is interested in political and climate change journalism, and runs _ own television and film review blog.",journalist,F
8675,"Dr. _ speaks Spanish. _ is professionally affiliated with Danbury Hospital. Before completing _ residency at Norwalk Hospital and DMC Harper University Hospital, Dr. _ attended medical school at Boston University School of Medicine. _ accepts Molina Healthcare and Medicare insurance.",physician,M
8676,_ has published widely in the field of mental health and is co-editor of and a principal contributor to Managing Mental Health in the Community: Chaos and Containment (1998).,psychologist,F
8677,"_. _ practices medicine in Greenville, SC and specializes in Internal Medicine. _. _ is affiliated with Greenville Memorial Hospital. _. _ speaks English and Spanish.",physician,F
8678,"_ research focuses on the social and political impacts of geospatial technologies ranging from conventional GIS to collaborative mapping platforms such as GoogleMaps, particularly as these technologies are taken up in activism, social movements, and community-based organizing. In this work, _ incorporates qualitative methods, participatory action research, and experiential learning pedagogies. _ is currently completing a 5-year collaborative research project with community-based organizations on Chicago’s west side, that considers the sustainability and impacts of their use of GIS in community-controlled redevelopment and neighborhood revitalization efforts.",professor,F
8679,"_ graduated with honors in 2009. Having more than 7 years of diverse experiences, especially in NURSE PRACTITIONER, _ _ _ affiliates with Lane Regional Medical Center, and cooperates with other doctors and specialists in medical group Primary Care Providers For A Healthy Feliciana Inc.. Call _ _ _ on phone number (225) 683-1350 for more information and advises or to book an appointment.",nurse,F
8680,"_ is inspired one day to use _ burros to start a book delivery service. It is not easy for _. _ or _ students or patrons. Many years of war have left behind burned bridges, dangerous paths, and illiteracy, but _ will not be deterred from _ mission.",teacher,M
8681,"_ received _ Ph.D. from the University of Michigan in Computer and Information Systems and is interested in Object Oriented Software development, business process redesign and the use of ERP as a tool for learning in higher education.",professor,F
8682,"_ received _ Bachelor of Science degree in nursing in May 2010 from University of St. Francis in Joliet. _ has worked as a surgical nurse with adults for 5 years. _ gained great experience caring for a variety of patients from orthopedic to general surgical and bariatric surgery. _ has also worked in pediatrics caring for patients on a neurology, endocrine and neurosurgical unit for 3 years. _ has taken on many leadership roles including charge nurse and clinical preceptor. _ primarily works with Dr. Traynelis and Dr. Fontes.",nurse,F
8683,"These areas are among _ clinical interests: aortic aneurysm, angioplasty, and varicose veins. Dr. _ honors Anthem, Blue Cross/Blue Shield, Empire BlueCross BlueShield, and more. Before performing _ residency at Montefiore Medical Center and a hospital affiliated with Albert Einstein College of Medicine, Dr. _ attended Albert Einstein College of Medicine of Yeshiva University for medical school. _ is professionally affiliated with Morristown Medical Center, Chilton Medical Center, and Clara Maass Medical Center.",physician,M
8684,"_ earned _ bachelors in psychology from Lycoming College in Williamsport, Pa. _ went on to earn an masters and Ph.D. in clinical psychology at Kent State University in Kent, Ohio. _ completed _ APA-accredited internship at the Counseling & Testing Center at the University of Oregon.",psychologist,F
8685,"_ started _ career in music education and was a high school band director for ten years. While still teaching, _ interest in technology led _ first to recording studios, which quickly lead to a stint doing television audio for professional sports. This was followed by many years in various aspects of Information Technology. _ and _ wife Jean, moved to Vermont in the mid 2000s and after a few years of telecommuting from _ home in Elmore _ retired in 2008.",photographer,M
8686,"In 2011 _ co-founded Spice Harmony Yoga Studio, Grenada, which _ runs alongside _ parents, who are both yoga teachers. _ holds a BA in Studio Art and MA in Cultural Studies - infusing creativity and insight into _ healing workshops, retreats, classes and private sessions.",yoga_teacher,F
8687,"Since 1981 _ has been working and exploring the art of tapestry. In the vertical looms where _ creates _ pieces, with perseverance, dedication and hard work, _ continuously studies and renews the secrets of this art, combining different techniques. _ pieces are the result of painting, weaving, natural dyeing and sculpturing.",painter,M
8688,"_ graduated with honors in 2000. Having more than 17 years of diverse experiences, especially in CLINICAL PSYCHOLOGIST, _ _ affiliates with no hospital, and cooperates with other doctors and specialists in medical group Stony Brook Psychiatric Associates, University Faculty Practice Corpor. Call _ _ on phone number (631) 444-2990 for more information and advises or to book an appointment.",psychologist,F
8689,"_ has been practicing for 35 years and received _ medical degree from University of Kentucky. Dr. _ _ is affiliated with Livingston Regional Hospital in Livingston, Tennessee and accepts health insurance from Aetna BCBS Blue Card. No Reviews Favorite",physician,M
8690,"_ started _ spiritual journey 10 years ago as a teenager, when _ brother introduced _ to some of Osho’s teachings. With the zeal to learn more, _ went to stay at Osho’s ashram in Pune. _ has practiced yoga in several schools and is eager to share what _ has learnt from others.",teacher,M
8691,"_ research interests are in applied demand analysis, applied econometrics, and forecasting. Dr. _ received _ Ph.D. in Agricultural Economics from Texas A&M University in 2011.",professor,M
8692,"_ graduated from the University of Virginia School of Medicine. For _ residency, Dr. _ trained at a hospital affiliated with the University of Virginia. Patient reviews placed Dr. _ at an average of 4.5 stars out of 5. Anthem, Blue Cross/Blue Shield, and TRICARE are among the insurance carriers that Dr. _ takes. Dr. _ speaks Mandarin. _ is affiliated with Sutter Medical Network, Washington Hospital Healthcare System, and Palo Alto Foundation Medical Group. _ has a closed panel.",physician,F
8693,"In “Monumental Paintings,” _ relies on _ formal training as a painter using color, form and composition to express _ creativity as _ life unfolded in the 1980’s while living in New York. “Dilworth’s Rib,” “Hawaiian Heart,” “Umbrella,” “John Lennon, and ” Ricardo Meets Death at Kuster King” refer to real events in the artist’ life. The largest work, “Dilworth’s Rib” is a memorial to _’s dear friend and poet Dilworth Faber, a New York street poet also known as the Penny Man. This would need more space to see it in its entirety, but due to the height of the gallery ceilings one panel had to be omitted. On view is a reproduction which accurately portrays the whole work measuring 15 feet by 50 feet.",painter,M
8694,"_ writing and research interests include imaginal approaches to dreams, depth psychological research methods, technology and the body, and aesthetic modes of relating to psychopathology.",psychologist,M
8695,"In early 1980, having heard that the World's Fair might be located in _ home town four years hence, _ devised a scheme whereby _ would market items such as T-shirts and other consumer goods bearing a name and emblem related to the fair so that tourists visiting the fair would buy them as mementos of their trip.",attorney,M
8696,"_ research focuses on neighborhoods, race, and violence as central to social disorganization theory. A related line of research examines the intersection of music, culture and social identity. More of _ research may be found at socialecology.uci.edu/faculty/ckubrin Digital & Driveway Delivery - 50% Off",professor,F
8697,"_ received _ Ph.D. in electrical engineering from Lehigh University. _ is a recipient of the Rossin Doctoral Fellowship and the 2008 and 2009 SPIE (International Society for Optics and Photonics) Scholarship. _ interdisciplinary research areas include energy-based device technology, developing light-emitting diodes (LEDs) for solid state lighting and photovoltaics. Dr. _ has published more than 40 refereed journal articles with over 2300 citations. _ holds four patents on LED technologies.",professor,F
8698,"For the past 17-18 years, _ has been writing poems and is recognized as a noted personality in the world of contemporary Hindi poetry. Over 150 poems and numerous short stories are credited to _ name and several of them have been published in Indian newspapers and journals.",poet,M
8699,"_ works have been exhibited and awarded many times during _ career. And it’s notably the case for _ “Hopper Meditations”, brilliant tribute to the works of Edward Hopper. The artist successfully transposes the spirit of the painter’s works in _ photographs.",photographer,M
8700,"_ research interests include intensity modulated radiation therapy (IMRT), image-guided radiation therapy (IGRT), programming in radiation oncology and patient safety.",professor,M
8701,"_ is an avid writer and storyteller that believes in finding the stories that go unnoticed and unheard. _ has a high attention to detail and believes in telling compelling and visually appealing stories, whether that is through print, online, video or broadcast.",journalist,M
8702,"Christina Dokou is Assistant Professor of American Literature and Culture at the National and Kapodistrian University of Athens. _ areas of interest, on which _ has published articles and anthology chapters, include comparative literature, American folklore, comics and gender studies. Stamatina Dimakopoulou is Assistant Professor in American Literature and Culture at the National and Kapodistrian University of Athens, with publications in the field of modernist studies.",professor,F
8703,"_ laboratory uses the Drosophila male germline as a model system to study epigenetic regulation in an adult stem cell lineage. The laboratory uses a combination of genetics, genomics, molecular and cell biology tools to understand how epigenetic mechanisms regulate stem cell maintenance, proliferation and differentiation.",professor,F
8704,"It was while undergoing hisengineering course at the University of Nairobi that _ took pictures as a hobby and managedto clinch first runners up position in the portraiture category at the 2013 Kenya PhotographyAwards. Since then, _ turned _ hobby into a career and has never looked back. _ recently ventured into the film industry.",photographer,M
8705,"_ is rated highly by _ patients. Dr. _'s clinical interests include cancer and blood disorders. _ honors HealthSmart, Viant, Healthfirst, and more. Dr. _'s training includes a residency program at Lincoln Medical and Mental Health Center.",physician,F
8706,"_ graduated with honors in 2014. Having more than 2 years of diverse experiences, especially in NURSE PRACTITIONER, _ _ _ affiliates with no hospital, and cooperates with other doctors and specialists in medical group Minuteclinic Diagnostic Of Michigan Pc. Call _ _ _ on phone number (248) 735-6081 for more information and advises or to book an appointment.",nurse,F
8707,"When _ married Leslie, _ was completing _ medical residency in Maryland. In 1980, the Kapustas moved to Illinois. _ began a surgical practice that was based solely at Christ Community Hospital in Oak Lawn, Illinois. Because apparently, hospital personnel referred patients to _ for only one surgical procedure of short duration, _ had few repeat patients. _ stated that _ regularly worked from 50 to 70 hours a week and was ""on call"" around the clock.",surgeon,M
8708,"_ is signed to LA Models and featuring in publications like Bliss Magazine, _ is incredibly popular on social media, earning more than 88,000 followers on Instagram.",model,F
8709,"_ made it to the 2013 Maxim hot 100 list this year. _ was the 32nd Attorney General of California following the 2010 California state elections. _ has worked as an author and a politician and served as District Attorney of San Francisco from 2004 to 2011. First elected in 2003, defeating incumbent district attorney Terence Hallinan, _ was re-elected in 2007. _ is the first female African-American and Asian American attorney general in California.",attorney,F
8710,"_ has been selected as a Mountain States Super Lawyer and a recipient of the Martindale-Hubble Client Distinction Award for client service. _ has helped many accident victims in Southeast Idaho including Pocatello, Blackfoot, Idaho Falls, Rigby and Rexburg over the past 17 years.",attorney,M
8711,_ professional credentials are equally two-thumbs up; _ expertise is integral to the success of major GIS projects for infrastructure around the world. _’s spectacular 3D platform smarts and curiosity for geo-everything drive inspiring solutions to customer needs. _ strives for gold. _ is an accomplished sportsman.,architect,M
8712,"_ practices in Pittsburgh, Pennsylvania and has the professional credentials of DDS. The NPI Number for Dr. _ _ _ is 1871747238 and _ holds a Licence No. DS037803 (Pennsylvania).",dentist,F
8713,_’s inspiration is always changing but _ paintings are reflect the joy _ finds around _. _ pieces are one of kind and _ hopes to instill different meaning in each person.,painter,F
8714,"_ film Manakamana, about a group of pilgrims traveling to Nepal, co-directed by Stephanie Spray, was an award winner at numerous festivals, including Locarno, where it won the Golden Leopard. _ latest documentary, The Reagan Show, about the 40th president of the United States, was screened at the Tribeca Film Festival, among others.",filmmaker,M
8715,"_ recently received a grant from The Awesome Foundation to complete _ “Library Fairy” project, hiding homemade postcards in books all over Seattle. _ poems are published or forthcoming in Southern Humanities Review, Rattle, and Radar Poetry. Find _ on twitter (@GabrielleBates).",poet,F
8716,"_ graduated with honors from University Of Tennessee College Of Medicine in 2012. Having more than 4 years of diverse experiences, especially in NURSE PRACTITIONER, _ _ _ affiliates with many hospitals including Maury Regional Hospital, Eliza Coffee Memorial Hospital, Southern Tennessee Regional Health System Lawrence, and cooperates with other doctors and specialists in many medical groups including One Stop Medical LLC, Family Health Group Inc., Wellness Walk-in Clinic, LLC. Call _ _ _ on phone number (931) 762-9797 for more information and advises or to book an appointment.",nurse,F
8717,"_ holds a Master of Science in Advanced Architectural Design from Columbia University, NYC. _ has worked both as an architect and a visual artist in Paris, NY, Athens and Amsterdam. PULU is a collection of textured jewelry, ornaments and objects that explores the influence of digital design on the tangible, functional object.",architect,F
8718,"_ studied chemistry at Bielefeld University and the University of Salamanca (Spain). After completing _ doctoral studies at the Max Planck Institute for Biophysical Chemistry in Göttingen (Germany) and _ postdoctoral work at the Institute for Analytical Sciences in Dortmund, _ was Assistant Professor of Bioanalytics at the Department of Chemistry and Applied Biosciences at ETH Zurich from 2008 to 2014. _ research focuses on the miniaturization of bioanalytical methods, especially for cell and membrane analysis and for the creation of artificial cells. In 2015, _ _ received the Heinrich Emmanuel Merck Prize for _ work in the field of singlecell analysis with immunological methods.",professor,F
8719,"Since 1974 _ has been involved in alternative, grassroots, community-based media in a variety of roles. Most recently _ served as president of the board of the San Francisco Community Television Corporation, the non-profit organization managing the city’s and county’s public access cable television facilities and channel.",professor,M
8720,_ received _ BA in Computer Science and Egyptology from Brown University (2007) and _ PhD in Computer Science from the University of Pennsylvania (2013). _ work has ranged from functional-reactive JavaScript (with Shriram Krishnamurthi at Brown) to runtime verification of higher-order programs using contracts (with Benjamin Pierce at Penn) to software-defined networking (with Dave Walker at Princeton) to present activities focused on Kleene algebra with tests and the POSIX shell.,professor,M
8721,"_ completed _ Ph.D. in Mathematics and Computer Science from the Technical University of Denmark, Denmark in 2010. _ received _ masters degree in Geomatics Engineering from the University of New Brunswick, Canada in 2006, and bachelors degree in Civil Engineering from the Indian Institute of Technology (IIT) at Roorkee, India in 2003. _ has more than four years of experience with corporate R&D. _ research spans various aspects of computer graphics, and computational geometry. In particular _ work focuses on high performance computing on GPU, non-rigid shape deformation (in animation), feature extraction, and 3D surface reconstruction.",professor,M
8722,"In 1998, _ was awarded the Alicia Patterson Fellowship, one of the most prestigious fellowships in U.S. print journalism, for a series of stories on impunity in Mexico, including a story of a lynching in a small town. Hailed as a cult classic, True Tales has also been used in classes in more than a hundred universities.",journalist,M
8723,"_ received _ Bachelors of Nursing from the University of Maryland and _ Masters of Nursing from Point Loma Nazarene University in San Diego, California.",nurse,F
8724,"_ is a board certified clinical specialist in Orthopedics and a fellow of AAOMPT. _ has been a member of AAOMPT since 1991 serving on a variety of committees including Nominating, Conference & Education, IFOMPT Educational Standards and International Monitoring. _ has served two terms at the Secretary of AAOMPT. _ primary teaching responsibilities include Functional Anatomy, Differential Diagnosis and Musculoskeletal Evaluation and Intervention of the Extremities and Spine. _ also instructs manual therapy seminars including S1 and S4 with the University of St. Augustine.",professor,F
8725,Today _ is giving one of _ poor students Joey Cooper a private lesson in the art of assbanging and cock sucking! A lesson that Joey will never forget!,teacher,M
8726,"Hailing from a long history in the family furniture business in Hunstville, AL, _ brings a wealth of knowledge of custom furniture design, customer consultation and guiding customers in fabric and furniture selections. _ passion for beautiful design and aesthetics has led to careers in landscape design and plantscaping, and most recently in interior design.",interior_designer,F
8727,"_ is the author of five books—a travel guide, three novels, and an author/publisher self-help book. _ works have been optioned for motion pictures, purchased by overseas publishers, and produced on audiocassett...",journalist,M
8728,"_ is the author, of Liberty After Liberalism (London: Macmillan, 2006) and Civil Disobedience: (Un)common Sense in Mass Democracies (London: Macmillan, 2009). _ has published most recently on Hannah Arendt's political philosophy, professional ethics, and the philosophy of education.",professor,M
8729,"_ graduated from Purdue University with a degree in Agricultural Economics and has since studied comedy writing and improvisation at the prestigious Second City, Chicago. _ combines _ farm background and knowledge, with a brilliant sense of comedic timing. The result is a funny, relevant, and uplifting presentation that resonates with today’s Ag professional. _ funny stories and witty observations connect with the HEART of Agriculture – its people! _’s Humor for the Heart of Agriculture is a REAL crowd pleaser. _ is also a member of the Indiana Farm Bureau.",comedian,M
8730,"_ completed _ training in internal medicine and cardiology in Edmonton, AB followed by training in advanced heart failure and cardiac transplantation at the Cleveland Clinic. _ areas of interest are in advanced heart failure, cardiac transplantation, and mechanical circulatory support.",professor,M
8731,"In this qui tam action, _ sued over sixty companies, primarily, but not exclusively, liability insurance companies, alleging that they have been systematically noncompliant with certain statutory obligations to reimburse Medicare. _ alleged that, through _ law practice, _ acquired “personal knowledge from conversations with defense counsel, insurance carrier representatives[,] and other attorneys[ ] of the Defendant insurance companies' company-wide and nationwide failure to notify Medicare of liability case resolutions ․” App. 150-51.",attorney,M
8732,"_. _’s research focuses on multifunctional landscapes, cultural ecosystem services, climate adaptation, and environmental education. _. _ has a PhD in resource management and environmental studies from the Australian National University and B.E.S honors in geography from the University of Waterloo.",professor,F
8733,"_ graduated with honors in 2004. Having more than 12 years of diverse experiences, especially in NURSE PRACTITIONER, _ _ _ affiliates with Hackensack University Medical Center, and cooperates with other doctors and specialists in medical group Humc Medical Observation. Call _ _ _ on phone number (201) 996-2816 for more information and advises or to book an appointment.",nurse,F
8734,"_ has successfully battled to regain control of _ life, and is now sharing _ testimony with others around the country through the words of _ book entitled, Journey from Madness to Serenity, and through _ many speaking engagements and workshops which focus on mental health, mental illness, and recovery. _ currently resides in Atlanta, GA where _ is working on _ next book and raising _ son as a single parent. _ continues to advocate for people with mental illness. To contact the author or to book the author for speaking engagements please visit the web at: www.vanessaysawyer.com",journalist,F
8735,"_ video podcasts are packed with free tutorials, film shoots, archival newsreels and all manner of educational material.More information... MobileDittyRating: (0 votes)Each week, watch a new experimental digital film from Mobileditty, optimized for the iPod and Quicktime.More information... MomentEyeRating: (0 votes)Hong Kong Vodcast - bringing arts, entertainment, comedy animation, short films and most of all free speech from the HK SARMore information... Monkey MenagerieRating: (0 votes)A tribute to classic cinema as performed by guys in monkey suits.",filmmaker,M
8736,"Currently _ is in charge of Engineering Division. _. _ received bachelor of architecture, master of science and Ph.D. from Yonsei University. _ also completed the Advanced Industrial Strategy Program(AIP) from Seoul National University.",architect,M
8737,"_ held invited visiting professorships at the University of Freiburg and Havard University. _ research interests include high medieval German epic, romance, and Minnesang, historical narratology, the history of pain as well as medieval and early modern texts on Alexander the Great. _ is the principal investigator of a multi-year research project, Spatial Practices in German literature, 1150-1300, funded by the Canadian Social Sciences and Humanities Research Council.",professor,M
8738,"_ graduated with honors from Johns Hopkins University School Of Medicine in 2001. Having more than 15 years of diverse experiences, especially in NURSE PRACTITIONER, _ _ affiliates with no hospital, and cooperates with other doctors and specialists in many medical groups including Potomac Square Family Medicine LLC, American Current Care Pa. Call _ _ on phone number (303) 693-2000 for more information and advises or to book an appointment.",nurse,F
8739,"_ scholarship centers on experiential learning, including student employment, project-based service-learning, and teacher preparation. Dr. _ began _ career as a high school social studies teacher and served 14 years in that capacity before moving to higher education in teacher preparation. Dr. _ earned _ bachelor’s degree from the University of Oklahoma, master’s degree from The Ohio State University, and doctorate from Bowling Green State University. Dr. _ volunteers on numerous university and community projects, including chairing the Lobos v. Cancer Gala and the College of Education Undergraduate Committee. _ also currently serves as the Assessment Coordinator for _ program.",professor,F
8740,_ work focuses on both the theory and practice of urban resilience. _ has published on the contested meanings and politics of resilience and its empirical application in the context of urban green infrastructure and climate change adaptation planning.,professor,F
8741,"_ graduated with honors in 2005. Having more than 11 years of diverse experiences, especially in NURSE PRACTITIONER, _ _ _ affiliates with many hospitals including Union Hospital Inc, St Vincent Clay Hospital Inc, and cooperates with other doctors and specialists in many medical groups including Union Associated Physicians Clinic LLC, Union Hospital Inc. Call _ _ _ on phone number (812) 442-2100 for more information and advises or to book an appointment.",nurse,F
8742,"Born and raised in Montreal, _ began practicing yoga in 2005 at Moksha Yoga Montreal (Modo Yoga in the U.S.) and did _ teacher training through New York City's Y7 Studio. With these two disciplines as _ backbone, _ brings a structured, yet fluid and playful style to _ Vinyasa flow classes and loves to set _ practices to all kinds of music from pop and hip hop to oldies and instrumental. With a strong belief that yoga is for everyone, _ strives to teach classes that are physically challenging, inspiring and accessible.",yoga_teacher,F
8743,"On September 10, 1984 _ also had the designation of ""lead attorney"" within the Preventive Health Section. Richard Koppes was Acting Chief Counsel of the Department. Robert Tousignant was Acting Assistant Chief Counsel.",attorney,F
8744,"_ earned _ bachelor&apos;s degree in classical guitar performance from the New England Conservatory of Music, where _ studied with David Leisner and received the G.W. Chadwick medal as the outstanding performer of _ graduating class. _ then earned _ master&apos;s degree in jazz studies at the conservatory, studying with Mick Goodrick.",professor,F
8745,"_ obtained _ BA in Chemistry from Indiana University of Pennsylvania in 1981. _ was an award winning high school teacher of Chemistry and Physics for the first 10 years of _ career. In 1993, _ sought _ degree in medicine at the University of Pittsburgh. _ internship was as an Internal Medicine intern at the University of Texas Medical Branch (UTMB) after which _ completed a neurology residency at the University of Virginia. _ stayed at the University of Virginia where _ completed a Neurocritical Care Fellowship and served as a Clinical Instructor in the Department of Neurology.",professor,F
8746,"_. _ practices medicine in Orlando, FL and specializes in Medical Oncology. _. _ is affiliated with Arnold Palmer Hospital For Children, Select Specialty Hospital-Orlando North, Dr P Phillips Hospital and Orlando Regional Medical Center. _. _ speaks English, French and Spanish.",physician,F
8747,"_ has always found magic in the art of “writing with light,” and began taking photographs with a 35 mm film camera at a young age. _ learned to develop film and print from negatives in high school.",physician,F
8748,"_ received a MA from Syracuse University's Newhouse School in Magazine, Newspaper, and Online Journalism, with a sports communication emphasis. Professionally, _ covers high school sports for MassLive.com. Follow _ on Twitter @MarkCVolain. Home page: http://markcvolain.wix.com/markcvolain By _ _. _ On Saturday, December 13th, 2014 0 Comments Red Sox report: Rick Porcello, pitching acquisitions headline Winter Meetings Rick Porcello joins the Red Sox after a career year with Tigers in 2014. (Duane Burleson/Getty Images)",journalist,M
8749,"_ law practice concentrates on estate planning, estate administration, business transactions and corporate law. _ graduated from the University of Illinois Law School in 1979. _ also serves as a University of Illinois Tax School instructor.",attorney,M
8750,_ served for 35years as Clinical and Administrative Director of Ophthalmology Research at Manhattan Eye Ear and Throat Hospital. _ also coordinated outreach and educational programs for the visually impaired.,nurse,F
8751,"In _ series titled, Limbo, _ photographs are taken on a set, or atleast altered by the artist. The situation _ has set up is imaginary, and is more for the artistic value and meaning as opposed to an anthropologic project.The models are dressed and posed abstractly which forces the viewer to draw their own conclusions about what _ _ was trying to get across in _ photographs. © _ _ © _ _ © _ _ © _ _",photographer,F
8752,"_ has handled matters for clients such as Amazon, Bank of America, ConsumerInfo.com, Dana Corporation, Dell, Kaiser Aluminum Corporation, Southern Company, and Toray Industries.",attorney,F
8753,"_ has held grants and fellowships from the Mellon Foundation, the Ford Foundation, the Center for International Affairs at Harvard University, and the Social Science Research Council. Professor _’s research focuses on public opinion, foreign policy, European integration, and gender politics. _ articles have appeared in American Political Science Review, International Organization, International Security, Journal of Conflict Resolution, Mershon International Studies Review, Policy Sciences, Public Opinion Quarterly, and World Politics.",professor,M
8754,"Some really fascinating pieces get put together as a result, along with some great appropriations which is another feature of Winfields work. Be sure to hear more about _ in the near future. Thanks to NotCot for the heads up",photographer,M
8755,"Following a J.D. with a specialization in International Affairs from Cornell Law School in 2003, _ joined the Army’s Judge Advocate Generals Corp. and volunteered for the 3rd Infantry Division and Baghdad. In the Army, _ served as a Trial Counsel (Felony Prosecutor) and part time Military Magistrate Judge. _ was responsible for cases involving Assaults, Sexual Battery, Drugs, Child Porn and Computer Crimes, DUI, Domestic Violence, Desertion and numerous other areas. _ handled General Courts Martial, Special and Summary Courts Martial, Article 15 hearings,...",attorney,M
8756,"_ completed _ fellowship training at Penn State Hershey Medical Center in hematology and oncology, and is now a staff oncologist at the Cancer Care Partnership, a joint venture of Mount Nittany Health and Penn State Hershey Cancer Institute to provide state-of-the-art, personalized care for outpatient hematology, medical oncology and infusion services.",professor,M
8757,"_ current research and teaching focus on questions related to the ethics of educational policy and practice, learning theory, philosophy of educational research, and educational technology. _ is the author of Imitation and Education (SUNY, 2008) and has published articles in Harvard Educational Review, Educational Researcher, Teachers College Record, Educational Theory, and many other venues.",professor,M
8758,"_ has clinical interests in contrast-media/contrast-induced nephropathy, improving patient centered radiology, and GI and GU abdominal imaging, including hepatic and pancreatic malignancies. Dr. _ completed _ medical degree at University of Buffalo School of Medicine, and _ residency and fellowship in radiology at Harvard Medical School-Beth Israel Deaconess Medical Center.",professor,M
8759,_ landed _ first photography job in college and has since shot in every film format imaginable. _’s interest in history stems from _ wish to preserve film for future generations to see. _ received _ undergraduate communications degree from the University of Tennessee at Knoxville and also holds a graduate degree in macroeconomics from Middle Tennessee State University.,photographer,M
8760,"_ graduated with honors in 1998. Having more than 18 years of diverse experiences, especially in NURSE PRACTITIONER, _ _ _ affiliates with Inova Loudoun Hospital, and cooperates with other doctors and specialists in medical group Loudoun Medical Group Pc. Call _ _ _ on phone number (703) 858-3220 for more information and advises or to book an appointment.",nurse,F
8761,"_ research focuses on cities, poverty, inequality and economic change. _ is an affiliate of the Spatial Economics Research Centre, LSE International Inequalities Institute, and the Centre for the Analysis of Social Exclusion. Before joining academia, _ was Head of the Socio-Economic Centre at The Work Foundation, a think-tank.",professor,M
8762,"_ graduated with honors in 2000. Having more than 16 years of diverse experiences, especially in NURSE PRACTITIONER, _ _ _ affiliates with Christus St Patrick Hospital, and cooperates with other doctors and specialists in many medical groups including Imperial Health Llp, _ Np Services, LLC. Call _ _ _ on phone number (337) 721-7236 for more information and advises or to book an appointment.",nurse,M
8763,"_. _ practices medicine in Herndon, VA and specializes in Family Medicine. _. _ is affiliated with Reston Hospital Center and Inova Fair Oaks Hospital. _. _ speaks English and Spanish.",physician,F
8764,_ spoke about what _ feels the Bush administration's motive for its Cuba travel crackdown and what recipients should do if they receive a letter from the Office of Foreign Assets Control (A RealAudio Version of this interview may be found At www.btlonline.org) .,attorney,M
8765,"_ joined the division in the fall of 2008. _ has been collaborating with various research groups at MCW including Center for International Blood & Marrow Transplant Research (CIBMTR), Department of Physiology, Department of Neurosurgery and Neurology, and Department of Plastic Surgery. In CIBMTR, _ is serving as PhD statistician of several working committees including Chronic Leukemia, Infection and Immune Reconstitution, Solid Tumor, and Autoimmune Diseases working committees. _ is involved in projects on hypertension, next generation sequencing data, and brain injury from Physiology, Neurosurgery, and Plastic Surgery. _ current research interest includes nonlinear time series analysis, survival analysis, and Bayesian statistics.",professor,M
8766,"After trying _ hand at a variety of jobs, from pulling pints to selling mortgages, _ realised _ talents lay elsewhere and quit university to learn _ trade on-the-job as a journalist apprentice.",journalist,F
8767,"_ is currently associated with Smile Implant Centre in Rajouri Garden, Delhi. Book an appointment online with Dr. _ _ and consult privately on Lybrate.com.",dentist,M
8768,"_ graduated with honors in 2005. Having more than 11 years of diverse experiences, especially in CLINICAL PSYCHOLOGIST, _ _ affiliates with Samaritan Medical Center, and cooperates with other doctors and specialists without joining any medical groups. Call _ _ on phone number (315) 782-2061 for more information and advises or to book an appointment.",psychologist,M
8769,"_ taught composition and ESL at numerous post-secondary institutions, including City College of New York, New York City College of Technology and St. John's University. As the chief academic officer for English Language Arts at Unbounded, _ directs the ELA curriculum work and creates professional development programs for the Standards Institute. Previously, _ was a fellow for ELA curriculum and assessment at the Regents Research Fund, where _ led the development of P-12 ELA curriculum on EngageNY.org. _ also previously held senior roles at the New York City Department of Education",teacher,M
8770,"_ tries to write about the truth, without an angle, without making a point. Even if that means writing an article showing compassion for a mass murderer.",journalist,F
8771,"_ is a graduate of Cornell University, receiving a BA in Philosophy in 1976 and a law degree in 1979. _ has practiced at law firms in Washington, DC, and New Haven, CT, as in-house counsel to a major trade association headquartered in New York City, and since 1987 at _ own firm in Concord, NH. _ is listed in Best Lawyers in America in several fields, including commercial litigation. _ has authored a number of law journal articles and two novels. More from the Contributor(s)-",attorney,M
8772,"_ writes in Punjabi and English. _ poetry makes the fusion of memory and emotion the heartbeat of _ poetry. _ has published several books of poetry, satire and literary criticism in Punjabi, Hindi and English. _ resides in Canada. _ is editor of South Asian Ensemble, a Canadian Quarterly of Literature, Art and Culture.",poet,M
8773,"_ job is Data Editor at The Guardian U.S., but _ also draws and presents numbers on film. _ has written and presented TV shows for the BBC, National Geographic, Channel 4 and VICE, and is one half of the team that created the Emmy-nominated video series Vagina Dispatches. When _’s able, _ illustrates data too. _ sketches were commended by the Royal Statistical Society and Information is Beautiful in 2016. _ also teaches courses and give speeches on Data Journalism. Before _ joined The Guardian U.S., _ moved to New York from London to write for Nate Silver’s site FiveThirtyEight. Back then, _ had a regular segment on American National Public Radio called “The Number Of The Week”. Previously, _ wrote about statistics after analyzing large data sets at the Bank of England, the Economist Intelligence Unit, Transparency International, and the International Organization for Migration.",journalist,F
8774,"_ received _ Bachelor of Science Degree in Nursing from Niagara University in Niagara Falls, New York and _ Masters of Science in Nursing from the State University of New York at Buffalo. _ relocated to Port Charlotte from Buffalo in 2008.",nurse,F
8775,"_ is currently associated with Atohz Dental Clinic in Indira Nagar, Bangalore. Book an appointment online with Dr. _ _ and consult privately on Lybrate.com.",dentist,F
